19,"Tiếp tục đẩy nhanh tiến độ cấp CCCD đợt 3 (từ 15/7 - 31/8/2022), công an các quận huyện tại TP.HCM đã thực hiện đồng loạt các giải pháp, trong đó, nền tảng công nghệ Zalo đã được các đơn vị này ứng dụng và khai thác hiệu quả trong nhiều hoạt động từ bấm số online, giải đáp thắc mắc bằng chatbot đến tra cứu tiến độ cấp CCCD. Một số quận cũng triển khai các điểm lưu động và cập nhật liên tục, đầy đủ trên Zalo. Theo Thượng tá Hà, trong đợt cao điểm này, Công an TP yêu cầu các đơn vị chia ca, kíp thực hiện, tăng cường làm việc để phấn đấu số CCCD mà một máy phải đạt là 250 CCCD/ngày. Theo quy định pháp luật không bắt buộc người dân đang sử dụng CCCD mã vạch phải đổi sang CCCD gắn chíp, tuy nhiên người dân nên đổi do CCCD gắn chíp có rất nhiều tiện lợi trong việc giao dịch dân sự. Khuyến cáo không chia sẻ, cho người lạ chụp CCCD."
20,"Người đứng đầu WHO cho biết, số ca nhiễm COVID-19 đang gia tăng trở lại trên phạm vi toàn cầu trong 2 tuần qua. Sự gia tăng diễn ra khi hai biến thể phụ BA.4 và BA.5 đang tạo nên các làn sóng lây nhiễm mới tại Châu Âu và Mỹ, cùng đó một dòng phụ hoàn toàn mới của BA.2.75 đã được phát hiện đầu tiên ở Ấn Độ. Nhiều nước Châu Á như Ấn Độ, Thái Lan cũng chứng kiến số ca mắc ngày một cao. Khu vực Tây Thái Bình Dương trở nên vô cùng nổi trên bảng đồ dịch tễ đặc biệt là Nhật Bản và Úc. Các quốc gia Việt Nam Indonesia, Lào, Campuchia, Papua New Guinea... là một trong những quốc gia còn ""nhạt màu"" trên bản đồ dịch tễ do tỉ lệ số ca Covid-19 mới trên tổng số dân thấp. Nguyên nhân khiến số ca nhiễm COVID-19 gia tăng trở lại trên phạm vi toàn cầu là do nhiều nước đang buông lỏng trong việc xét nghiệm COVID-19, đồng thời ở một số nước có thu nhập thấp và trung bình thấp vẫn chưa tiếp cận được thuống kháng virus đường mới. Do đó, WHO đang phối hợp với Quỹ toàn cầu (Global Fund) và Quỹ nhi đồng Liên hợp quốc (UNICEF) để phát triển một cơ chế phân bổ nhằm hỗ trợ các quốc gia."
22,"Lalela Mswane bắt đầu sự nghiệp thi hoa hậu của mình khi tham gia cuộc thi Matric Experience 2015 và dừng chân tại ngôi vị Á hậu 1. Năm 2021, cô đăng quang ngôi vị cao nhất tại Miss Universe Nam Phi và xuất sắc giành ngôi vị Á hậu 1 tại cuộc thi Miss Universe thế giới. Năm 2022, với phong thái vừa tự tin vừa khiêm tốn, vừa mạnh mẽ vừa mềm mại cùng lối ứng xử thông minh và chân thật trong đêm chung kết, Lalela Mswane một lần nữa giúp lá cờ Nam Phi bay cao khi cô giành vương miện Miss Supranational. Lalela rất biết chọn trang phục, nhiều lần cô thu hút sự chú ý với những bộ váy cực đẹp, tôn dáng, nhưng không hề cầu kỳ đến mức chỉ có thể dùng để trình diễn, mà lại đơn giản để nữ giới thuộc lứa tuổi nào cũng có thể mặc hoặc lấy cảm hứng mặc tương tự."
24,"Theo Washington Post, thẩm phán bang Virginia đã chính thức đưa ra phán quyết bác bỏ đơn kháng cáo của Amber Heard - nỗ lực cuối cùng của cô trước khoản bồi thường 10,35 triệu USD (240,3 tỷ đồng) cho chồng cũ. Cô đang phải đứng trước nguy cơ phá sản vì tài sản ròng thấp hơn rất nhiều so với số nợ khổng lồ. Sau khi Amber Heard đệ đơn kháng cáo lên Tòa án phúc thẩm Virginia hôm 21.7, Johnny Depp cũng gửi đơn kháng cáo vào ngày 22.7 để tìm cách lật ngược phán quyết đưa 2 triệu USD tiền bồi thường thiệt hại cho vợ cũ. Theo LA Times, trong cuộc chiến mới, phía Heard đẩy mạnh truyền thông trên mạng xã hội - nền tảng Depp từng nhận được nhiều sự ủng hộ trong suốt sáu tuần tranh chấp với vợ cũ."
27,"Vừa qua, Bệnh viện Răng hàm mặt Trung ương TP.HCM và Bệnh viện Chợ Rẫy ghi nhận 24 ca bệnh hoại tử xương sọ - mặt trên bệnh nhân có tiền sử mắc Covid-19. Hội đồng chuyên môn cấp Bộ Y tế nhấn mạnh hoại tử xương sọ - mặt là bệnh lý ít gặp nhưng không phải là bệnh lạ. Tuy nhiên, tỷ lệ mắc hoại tử xương là vô cùng thấp. Nếu sau khi mắc Covid-19 có biểu hiện bất thường, người dân cần gặp bác sĩ để khám và điều trị. Một số biểu hiện gồm viêm xoang, đau nhức hàm, chảy mủ lỗ tai, nghe không rõ, hoặc dấu hiệu khác bất thường ở xương mặt, cộng thêm bệnh nền tiểu đường, cao huyết áp phải dùng steroid nhiều."
28,"Hiện nay giá bán dừa khô trên địa bàn tỉnh Bến Tre giảm rất mạnh, từ mức 6.500 đồng/trái nay chỉ còn khoảng 2.000 đồng/trái khiến thu nhập người dân trồng dừa bị ảnh hưởng nghiêm trọng, nhiều cơ sở phải tạm dừng hoạt động hoặc hoạt động cầm chừng. Giá dừa khô xuống thấp là do gần đây đầu ra xuất khẩu dừa và các sản phẩm chế biến từ dừa gặp khó khăn, nhất là xuất khẩu sang thị trường Trung Quốc vì ảnh hưởng bởi dịch COVID-19. Để giải quyết những khó khăn cho ngành dừa, giúp người nông dân trong tỉnh ổn định cuộc sống trong bối cảnh giá xăng dầu, phân bón,... tăng cao, ngày 4-7 vừa qua, UBND tỉnh Bến Tre đã có văn bản kiến nghị Bộ NN&PTNT, Bộ Công Thương hỗ trợ tỉnh Bến Tre xúc tiến thương mại, kết nối với các thị trường xuất khẩu, hỗ trợ các doanh nghiệp Bến Tre đưa sản phẩm dừa tham gia vào các sàn giao dịch thương mại điện tử xuyên biên giới để mở rộng thị trường xuất khẩu."
29,"Ngày 27/8, Thủ tướng Ukraine Denys Shmyhal cho biết các thủy thủ tàu buôn sẽ được phép rời Ukraine nếu được cơ quan quản lý quân sự địa phương cho phép. Quyết định này có thể giúp giảm tình trạng thiếu thủy thủ và chuẩn bị cho các tàu ra vào Ukraine xuất khẩu ngũ cốc qua hành lang theo thỏa thuận do Liên hợp quốc (LHQ) và Thổ Nhĩ Kỳ làm trung gian. Hiện Ukraine đang nỗ lực để có thể xuất khẩu khoảng 3 triệu tấn ngũ cốc mỗi tháng qua đường biển để giải phóng 18 triệu tấn còn tồn từ vụ mùa trước. Theo một thỏa thuận được ký kết vào ngày 22/7 giữa Moskva và Kiev, 3 cảng tại Biển Đen đã hoạt động trở lại. WFP cho biết một tàu do Liên hợp quốc thuê đã rời cảng Yuznhy (Pivdennyi) ở Biển Đen của Ukraine hôm 30/8 cùng với lúa mì dành cho hoạt động phản ứng nhân đạo của cơ quan này ở Yemen. Đây là chuyến hàng viện trợ thực phẩm thứ hai của WFP rời Ukraine kể từ khi xung đột bắt đầu vào tháng hai năm nay."
30,"Do rào chắn một làn đường để phục vụ thi công, cầu Phú Mỹ chỉ còn lại 2 làn đường cho mỗi hướng, không đáp ứng đủ khả năng thông xe, dẫn đến ùn tắc giao thông kéo dài trong thời gian qua. Các xe hàng rong bán đồ ăn, thức uống liên tục có mặt tại cầu để tiếp tế cánh tài xế. Sở GTVT đã yêu cầu Công ty cổ phần đầu tư xây dựng Phú Mỹ lắp đặt bổ sung đầy đủ băng rôn, biển báo phân luồng giao thông trên cầu và các khu vực giao lộ lân cận để thông báo đến người tham giao giao thông chủ động đi đúng làn đường được phép. Đồng thời, bố trí đầy đủ người điều tiết giao thông, xe cứu hộ túc trực 24/24 giờ tại khu vực cầu Phú Mỹ để kịp thời ứng cứu, kéo ngay xe gặp sự cố ra khỏi khu vực rào chắn."
36,"Khu vực Đông Nam Á tiếp tục là nơi được các doanh nghiệp tại Việt Nam khai thác và nhập khẩu ô tô nhiều nhất,. Lượng xe từ 2 quốc gia này nhập khẩu và Việt Nam đã chiếm tới gần 77% tổng số ô tô nguyên chiếc được đưa về trong 7 tháng vừa qua. Theo báo cáo của Tổng cục Thống kê vừa được công bố vào sáng 29/8, trong tháng 8 vừa qua đã có khoảng 52.200 chiếc ô tô bao gồm cả xe nhập khẩu và xe sản xuất trong nước được bổ sung cho thị trường ô tô Việt Nam. Lượng xe sản xuất, lắp ráp trong nước tiếp tục được duy trì ổn định trong 3 tháng qua trong khi lượng xe nhập khẩu lại có xu hướng tăng nhanh và ở mức cao nhất từ đầu năm đến nay."
37,"Số lượng người mắc các bệnh lý ung thư ở Việt Nam đang ngày càng gia tăng và có xu hướng trẻ hóa. Ba nhóm nguyên nhân gây ra bệnh ung thư được biết là do liên quan đến yếu tố gia đình, các tác nhân từ môi trường bên ngoài, và các vấn đề liên quan chuyển hóa như thừa cân, béo phì. Do đó, yếu tố quan trọng để đề phòng ung thư là thay đổi thói quen sống. Đặc biệt là người trẻ nên hạn chế việc hút thuốc, uống rượu, bia; chú trọng vào việc tập luyện thể dục, thể thao; tránh tiếp xúc trực tiếp với ánh nắng mặt trời để giảm thiểu các tác động ngoại lai từ bức xạ và giữ không khí trong lành tại nơi sinh sống. Liên quan nguy cơ ung thư do thừa cân, béo phì hãy nên thay đổi thói quen ăn uống hàng ngày, tuyệt đối không sử dụng các thực phẩm ôi thiu, hạn chế món nướng, chiên rán, đồ muối. Bên cạnh đó, tiêm phòng cũng chính là chìa khóa giảm thiểu tối đa nguy cơ bị ung thư tấn công."
38,"Trước nhu cầu đi lại trong dịp nghỉ lễ 2-9 sẽ gia tăng đột biến, đơn vị quản lý bến xe tại Hà Nội đã đề nghị Sở Giao thông vận tải Hà Nội cấp 200 phù hiệu xe tăng cường và đẩy mạnh công tác kiểm tra tại các bến xe. Bên cạnh đó, Bộ Giao thông vận tải đã yêu cầu Tổng cục Đường bộ Việt Nam, Sở Giao thông vận tải các địa phương tăng cường khai thác, sử dụng dữ liệu thu được từ thiết bị giám sát hành trình của xe ô tô để kiểm tra, xử lý theo quy định đối với các trường hợp vi phạm. Bộ Giao thông vận tải cũng yêu cầu Cục Đường thủy nội địa Việt Nam chỉ đạo các đơn vị tăng cường các biện pháp bảo đảm an toàn giao thông đối với phương tiện thủy chở khách, đình chỉ hoạt động các bến đò ngang trái phép, các phương tiện không đảm bảo tiêu chuẩn an toàn. Còn đối với lĩnh vực vận tải đường sắt, yêu cầu chỉ đạo lực lượng Thanh tra đường sắt tăng cường kiểm tra tình hình bảo đảm trật tự an toàn giao thông đường sắt tại các khu vực có nhiều điểm giao cắt giữa đường sắt và đường bộ trên địa bàn các đô thị lớn để kịp thời ngăn chặn và xử lý nghiêm các hành vi vi phạm về quy tắc giao thông tại đường ngang đường sắt. Riêng lĩnh vực hàng không, Cục Hàng không Việt Nam chỉ đạo các cảng vụ tập trung kiểm tra, giám sát việc thực hiện các quy định về an toàn, an ninh, hạn chế số người đón tiễn tại hai đầu Cảng hàng không quốc tế Nội Bài và Tân Sơn Nhất. Tỉnh Lào Cai cũng đã yêu cầu các đơn vị tăng cường các biện pháp để đảm bảo"
39,"Vào ngày 21/7, thủ tướng Italy Draghi đã quyết định từ chức sau khi Phong trào 5 sao (M5S), chính đảng lớn thứ hai trong liên minh cầm quyền của ông Draghi, cùng đảng Liên đoàn và đảng trung hữu Forza, quyết định tẩy chay cuộc bỏ phiếu tín nhiệm ở Quốc hội. Các nhà phân tích chính trị cho rằng tính toán sai lầm của đảng Phong trào 5 sao, sự chính trực và bản chất không khoan nhượng của ông Draghi, kết hợp với chủ nghĩa chính trị thực dụng từ đảng Liên đoàn cực hữu của ông Matteo Salvini, đã khiến chính quyền hiện tại sụp đổ. Ông Draghi là lãnh đạo thứ 2 trong G7 phải rời bỏ chức vụ kể từ khi căng thẳng xảy ra giữa NATO và Nga. Ngay sau đó vài giờ, tổng thống Italy Sergio Mattarella đã giải tán Quốc hội, dọn đường cho một cuộc bầu cử sớm. Tổng thống Sergio Mattarella cho biết cuộc bầu cử phải được tổ chức trong vòng 70 ngày kể từ ngày giải tán quốc hội, muộn nhất vào ngày 25 tháng 9."
43,"HLV Shin Tae-yong đã đề xuất ""dự án nhập tịch"" học theo cách làm của Mỹ để nâng tầm bóng đá Indonesia. Dự án này được triển khai ngay từ những ngày đầu Shin Tae-yong nhận ghế HLV trưởng ĐT Indonesia và đã giúp ĐT Indonesia có những ""ngoại binh"". HLV người Hàn Quốc có một đội hình yêu thích dùng 3 trung vệ, tương tự sơ đồ 5 năm qua của HLV Park Hang-seo, sử dụng ở cả ba cấp độ đội tuyển Indonesia gồm đội tuyển quốc gia, U-23 và U-19. Shin Tae-yong cũng giúp đội nhà tiệm cận vị thế hàng đầu Đông Nam Á của Việt Nam và Thái Lan, tuy nhiên chưa thể giúp đội nhà hạ được hai đối thủ này, dù ở bất cứ cấp độ nào. "
47,"Để chuẩn bị cho năm học mới, ngoài việc đến từng thôn, bản để vận động học sinh đến lớp, các thầy cô giáo trường Tiểu học Yên Cư, huyện Chợ Mới, tỉnh Bắc Kạn phải có thêm nhiều cuộc trao đổi với phụ huynh và chính quyền địa phương để tìm ra phương án tối ưu cho việc đưa Tin học, Tiếng Anh vào chương trình của học sinh lớp 3. Nhiều điểm trường đã có máy móc lại không có chỗ đặt và cũng chưa có giáo viên giảng dạy khiến các địa phương buộc cho giáo viên bộ môn khác tập huấn ngắn hạn rồi đứng lớp. Chưa kể tình trạng lớp ghép khiến việc dạy của giáo viên càng trở nên khó khăn. Dù điều này sẽ khiến việc học tập, kiểm tra chất lượng gặp khó, nhưng hiện nay biên chế 2 môn Tin, Tiếng Anh huyện còn thiếu khá nhiều. Việc thiếu giáo viên trầm trọng ở các môn trên đang diễn ra trên cả nước ở cả vùng khó khăn, nông thôn và các thành phố lớn. Nhiều trường THPT trên cả nước ""trắng"" giáo viên dạy môn Âm nhạc, Mỹ thuật, dẫn đến tình trạng nhiều trường chưa thể triển khai dạy các môn học này ngay trong năm học tới. Việc thiếu giáo viên cho chương trình mới sẽ gây ra nhiều khó khăn trong công tác phân công giảng dạy, gây ảnh hưởng đến việc lên kế hoạch tổ hợp môn học lựa chọn."
48,"Tối 28/4, Sơn Tùng M-TP trở lại với MV mới mang tên There's No One At All, mặc dù đạt thành tích khả quan nhưng đang vấp phải nhiều tranh cãi, từ việc Sơn Tùng hát tiếng Anh đến tạo hình và giai điệu quá giống sản phẩm của G-Dragon. Đặc biệt là hình ảnh chàng trai tự tử đem lại thông điệp có nội dung tiêu cực, không phù hợp trong hoàn cảnh nhiều vụ tử tự gây thương tâm trong dư luận thời gian qua, là sản phẩm độc hại cho lứa tuổi khán giả là fan của Sơn Tùng. Nhiều khán giả kêu gọi công chúng cùng báo cáo và tẩy chay sản phẩm này để thức tỉnh nghệ sĩ và để sản phẩm không tiếp tục lan truyền đến quá nhiều khán giả nhỏ tuổi. Tuy nhiên, Hơn 16h ngày 29/4, Sơn Tùng có bài viết ăn mừng thành tích của MV There's No One At All tiếp tục khiến khán giả tranh cãi. Trước phản ứng của khán giả, các cơ quan ban ngành đã vào cuộc, yêu cầu YouTube chặn MV của Sơn Tùng và thông báo có các biện pháp xử lý. Nếu là một nghệ sĩ có trách nhiệm, chỉ vì sự thiếu nhạy cảm cần thiết với các câu chuyện trong đời sống, Sơn Tùng đáng ra phải tự gỡ MV, nhất là khi cơ quan chức năng đã quyết định dừng lưu hành, nhưng nam ca sĩ vẫn chọn cách im lặng quen thuộc."
49,"Nhiều dự án kéo dài nhiều năm qua đã có tín hiệu khởi sắc. Điển hình dự án Long Kiểng nằm trên trục đường Lê Văn Lương quyết tâm hoàn thành xây dựng cầu vào cuối năm 2023. Bên cạnh đó, từ đây đến cuối năm sẽ có 10 dự án nữa được bàn giao mặt bằng. Đặc biệt, thành phố đã lập 3 tổ tháo gỡ những vướng mắc, trong đó có tổ GPMB với nhiệm vụ hàng tuần làm việc với các chủ đầu tư nên sắp tới chắc chắn sẽ có sự chuyển động lớn trong công tác GPMB."
50,"Gói hỗ trợ lãi suất 2% được thực hiện theo quy định tại Nghị định số 31/2022/NĐ-CP của Chính phủ và Thông tư số 03/2022/TT-NHNN của Ngân hàng Nhà nước (NHNN) Việt Nam. Đến nay, các ngân hàng thương mại đã hoàn thành đăng ký kế hoạch hỗ trợ lãi suất. NHNN đã tổng hợp, đề nghị Bộ Kế hoạch và Đầu tư, Bộ Tài chính báo cáo cấp có thẩm quyền để giao bổ sung kế hoạch đầu tư công năm 2022, bố trí kế hoạch đầu tư công năm 2023. Khi mới triển khai không thể tránh những khúc mắc, thậm chí ""bỡ ngỡ"" cho cả các ngân hàng, khách hàng vay vốn. Ngân hàng cho phép doanh nghiệp dùng chính thương hiệu, cơ sở kinh doanh, doanh thu hiện tại, hoặc dùng những tài sản lưu động để chứng minh khả năng phục hồi chứ không nhất thiết phải bảo đảm bằng bất động sản, tài sản hữu hình. "
51,"Công an huyện Nậm Pồ, tỉnh Điện Biên, vừa phối hợp với 3 Đồn Biên phòng: Nà Hỳ, Na Cô Sa, Si Pha Phìn và Cục Hải quan tỉnh phá thành công chuyên án 722C, bắt giữ một đối tượng về hành vi mua bán trái phép chất ma túy, thu giữ 12.000 viên ma túy tổng hợp. Tại cơ quan điều tra, đối tượng khai nhận là Giàng Vả Chía (sinh năm 1974), trú tại bản Pắc A1, xã Na Cô Sa, huyện Nậm Pồ. Chía khai số lượng trên là ma túy tổng hợp mà đối tượng đã mua của một người đàn ông không rõ danh tính về bán kiếm lời, khi vận chuyển ma túy về đến địa điểm trên thì bị phát hiện, bắt giữ. Vụ việc đang được lực lượng chức năng mở rộng điều tra, xử lý theo quy định pháp luật."
